alpha,n,d,theta_star,power,power_approx_2
0.1,1000,2,0.164,0.999999944642846,0.99972745405635
0.1,1000,10,0.164,1,1
0.1,1000,1,0.165,0.99982347824175,0.992309709030758
0.1,1000,2,0.165,0.999999956620154,0.999750381627921
0.1,1000,10,0.165,1,1
0.1,1000,1,0.166,0.999843639207027,0.992660424899013
0.1,1000,2,0.166,0.9999999660714,0.999771488000473
0.1,1000,10,0.166,1,1
0.1,1000,1,0.167,0.999861628426518,0.99299671648662
0.1,1000,2,0.167,0.999999973514564,0.999790908205724
0.1,1000,10,0.167,1,1
0.1,1000,1,0.168,0.999877663799329,0.993319098996043
0.1,1000,2,0.168,0.999999979364683,0.999808768091227
0.1,1000,10,0.168,1,1
0.1,1000,1,0.169,0.999891943251419,0.993628072863972
0.1,1000,2,0.169,0.999999983953601,0.99982518487693
0.1,1000,10,0.169,1,1
0.1,1000,1,0.17,0.999904646352898,0.99392412402541
0.1,1000,2,0.17,0.99999998754608,0.999840267683387
0.1,1000,10,0.17,1,1
0.1,1000,1,0.171,0.99991593582755,0.99420772417984
0.1,1000,2,0.171,0.999999990352913,0.999854118032629
0.1,1000,10,0.171,1,1
0.1,1000,1,0.172,0.999925958959318,0.994479331059116
0.1,1000,2,0.172,0.999999992541568,0.999866830322742
0.1,1000,10,0.172,1,1
0.1,1000,1,0.173,0.999934848900516,0.994739388696727
0.1,1000,2,0.173,0.999999994244809,0.999878492277166
0.1,1000,10,0.173,1,1
0.1,1000,1,0.174,0.999942725886606,0.99498832769811
0.1,1000,2,0.174,0.999999995567666,0.999889185369735
0.1,1000,10,0.174,1,1
0.1,1000,1,0.175,0.999949698362321,0.995226565511681
0.1,1000,2,0.175,0.999999996593053,0.999898985226436
0.1,1000,10,0.175,1,1
0.1,1000,1,0.176,0.999955864023904,0.995454506700273
0.1,1000,2,0.176,0.999999997386287,0.999907962004882
0.1,1000,10,0.176,1,1
0.1,1000,1,0.177,0.999961310782139,0.99567254321267
0.1,1000,2,0.177,0.99999999799871,0.99991618075245
0.1,1000,10,0.177,1,1
0.1,1000,1,0.178,0.999966117650794,0.995881054654965
0.1,1000,2,0.178,0.9999999984706,0.999923701744025
0.1,1000,10,0.178,1,1
0.1,1000,1,0.179,0.999970355564934,0.996080408561431
0.1,1000,2,0.179,0.999999998833484,0.999930580800273
0.1,1000,10,0.179,1,1
0.1,1000,1,0.18,0.999974088133494,0.996270960664659
0.1,1000,2,0.18,0.999999999111987,0.999936869587336
0.1,1000,10,0.18,1,1
0.1,1000,1,0.181,0.999977372330306,0.996453055164696
0.1,1000,2,0.181,0.999999999325308,0.999942615898819
0.1,1000,10,0.181,1,1
0.1,1000,1,0.182,0.999980259127659,0.996627024996923
0.1,1000,2,0.182,0.999999999488378,0.999947863920928
0.1,1000,10,0.182,1,1
0.1,1000,1,0.183,0.999982794076291,0.99679319209846
0.1,1000,2,0.183,0.999999999612786,0.999952654481565
0.1,1000,10,0.183,1,1
0.1,1000,1,0.184,0.999985017835553,0.996951867672843
0.1,1000,2,0.184,0.999999999707511,0.999957025284199
0.1,1000,10,0.184,1,1
0.1,1000,1,0.185,0.999986966657303,0.997103352452784
0.1,1000,2,0.185,0.999999999779492,0.999961011127264
0.1,1000,10,0.185,1,1
0.1,1000,1,0.186,0.999988672826935,0.997247936960788
0.1,1000,2,0.186,0.999999999834081,0.999964644109841
0.1,1000,10,0.186,1,1
0.1,1000,1,0.187,0.999990165064743,0.997385901767453
0.1,1000,2,0.187,0.999999999875398,0.999967953824343
0.1,1000,10,0.187,1,1
0.1,1000,1,0.188,0.999991468890669,0.997517517747252
0.1,1000,2,0.188,0.999999999906608,0.999970967536887
0.1,1000,10,0.188,1,1
0.1,1000,1,0.189,0.999992606955302,0.997643046331643
0.1,1000,2,0.189,0.999999999930137,0.999973710356029
0.1,1000,10,0.189,1,1
0.1,1000,1,0.19,0.999993599339827,0.997762739759325
0.1,1000,2,0.19,0.999999999947839,0.999976205390494
0.1,1000,10,0.19,1,1
0.1,1000,1,0.191,0.999994463827454,0.997876841323516
0.1,1000,2,0.191,0.999999999961132,0.999978473896518
0.1,1000,10,0.191,1,1
0.1,1000,1,0.192,0.999995216148691,0.997985585616082
0.1,1000,2,0.192,0.999999999971093,0.999980535415385
0.1,1000,10,0.192,1,1
0.1,1000,1,0.193,0.999995870202687,0.998089198768412
0.1,1000,2,0.193,0.999999999978544,0.999982407901735
0.1,1000,10,0.193,1,1
0.1,1000,1,0.194,0.999996438256692,0.998187898688899
0.1,1000,2,0.194,0.999999999984105,0.999984107843157
0.1,1000,10,0.194,1,1
0.1,1000,1,0.195,0.999996931125564,0.998281895296935
0.1,1000,2,0.195,0.999999999988247,0.999985650371604
0.1,1000,10,0.195,1,1
0.1,1000,1,0.196,0.999997358333093,0.998371390753294
0.1,1000,2,0.196,0.999999999991327,0.999987049367109
0.1,1000,10,0.196,1,1
0.1,1000,1,0.197,0.999997728256783,0.998456579686833
0.1,1000,2,0.197,0.999999999993612,0.999988317554258
0.1,1000,10,0.197,1,1
0.1,1000,1,0.198,0.999998048257636,0.998537649417415
0.1,1000,2,0.198,0.999999999995305,0.999989466591888
0.1,1000,10,0.198,1,1
0.1,1000,1,0.199,0.999998324796304,0.998614780174983
0.1,1000,2,0.199,0.999999999996555,0.999990507156402
0.1,1000,10,0.199,1,1
0.1,1000,1,0.2,0.999998563536936,0.998688145314713
0.1,1000,2,0.2,0.999999999997478,0.999991449019128
0.1,1000,10,0.2,1,1
0.1,1000,1,0.201,0.999998769439879,0.998757911528195
0.1,1000,2,0.201,0.999999999998157,0.999992301118079
0.1,1000,10,0.201,1,1
0.1,1000,1,0.202,0.99999894684433,0.998824239050592
0.1,1000,2,0.202,0.999999999998656,0.999993071624489
0.1,1000,10,0.202,1,1
0.1,1000,1,0.203,0.999999099541929,0.998887281863722
0.1,1000,2,0.203,0.999999999999021,0.999993768004458
0.1,1000,10,0.203,1,1
0.1,1000,1,0.204,0.999999230842208,0.998947187895043
0.1,1000,2,0.204,0.999999999999289,0.999994397076027
0.1,1000,10,0.204,1,1
0.1,1000,1,0.205,0.99999934363071,0.999004099212502
0.1,1000,2,0.205,0.999999999999485,0.999994965061988
0.1,1000,10,0.205,1,1
0.1,1000,1,0.206,0.999999440420546,0.999058152215233
0.1,1000,2,0.206,0.999999999999627,0.999995477638719
0.1,1000,10,0.206,1,1
0.1,1000,1,0.207,0.99999952339806,0.999109477820083
0.1,1000,2,0.207,0.999999999999731,0.999995939981306
0.1,1000,10,0.207,1,1
0.1,1000,1,0.208,0.999999594463234,0.999158201643966
0.1,1000,2,0.208,0.999999999999806,0.999996356805216
0.1,1000,10,0.208,1,1
0.1,1000,1,0.209,0.999999655265389,0.999204444182029
0.1,1000,2,0.209,0.99999999999986,0.99999673240475
0.1,1000,10,0.209,1,1
0.1,1000,1,0.21,0.999999707234688,0.999248320981651
0.1,1000,2,0.21,0.9999999999999,0.99999707068851
0.1,1000,10,0.21,1,1
0.1,1000,1,0.211,0.999999751609906,0.999289942812265
0.1,1000,2,0.211,0.999999999999928,0.999997375212087
0.1,1000,10,0.211,1,1
0.1,1000,1,0.212,0.999999789462868,0.999329415831033
0.1,1000,2,0.212,0.999999999999949,0.999997649208169
0.1,1000,10,0.212,1,1
0.1,1000,1,0.213,0.999999821719942,0.999366841744379
0.1,1000,2,0.213,0.999999999999963,0.999997895614252
0.1,1000,10,0.213,1,1
0.1,1000,1,0.214,0.99999984918091,0.999402317965415
0.1,1000,2,0.214,0.999999999999974,0.999998117098133
0.1,1000,10,0.214,1,1
0.1,1000,1,0.215,0.99999987253551,0.999435937767282
0.1,1000,2,0.215,0.999999999999981,0.999998316081348
0.1,1000,10,0.215,1,1
0.1,1000,1,0.216,0.999999892377936,0.999467790432436
0.1,1000,2,0.216,0.999999999999987,0.999998494760699
0.1,1000,10,0.216,1,1
0.1,1000,1,0.217,0.999999909219517,0.999497961397916
0.1,1000,2,0.217,0.999999999999991,0.999998655128022
0.1,1000,10,0.217,1,1
0.1,1000,1,0.218,0.999999923499796,0.999526532396645
0.1,1000,2,0.218,0.999999999999993,0.999998798988326
0.1,1000,10,0.218,1,1
0.1,1000,1,0.219,0.999999935596199,0.999553581594784
0.1,1000,2,0.219,0.999999999999995,0.999998927976423
0.1,1000,10,0.219,1,1
0.1,1000,1,0.22,0.999999945832464,0.99957918372521
0.1,1000,2,0.22,0.999999999999997,0.99999904357217
0.1,1000,10,0.22,1,1
0.1,1000,1,0.221,0.99999995448598,0.999603410217142
0.1,1000,2,0.221,0.999999999999998,0.999999147114425
0.1,1000,10,0.221,1,1
0.1,1000,1,0.222,0.999999961794163,0.999626329321998
0.1,1000,2,0.222,0.999999999999998,0.999999239813823
0.1,1000,10,0.222,1,1
0.1,1000,1,0.223,0.999999967959998,0.999648006235498
0.1,1000,2,0.223,1,0.999999322764462
0.1,1000,10,0.223,1,1
0.1,1000,1,0.224,0.999999973156848,0.999668503216111
0.1,1000,2,0.224,1,0.999999396954581
0.1,1000,10,0.224,1,1
0.1,1000,1,0.225,0.999999977532616,0.99968787969987
0.1,1000,2,0.225,1,0.99999946327632
0.1,1000,10,0.225,1,1
0.1,1000,1,0.226,0.999999981213346,0.999706192411637
0.1,1000,2,0.226,1,0.999999522534626
0.1,1000,10,0.226,1,1
0.1,1000,1,0.227,0.999999984306342,0.999723495472872
0.1,1000,2,0.227,1,0.999999575455382
0.1,1000,10,0.227,1,1
0.1,1000,1,0.228,0.999999986902857,0.999739840505968
0.1,1000,2,0.228,1,0.999999622692818
0.1,1000,10,0.228,1,1
0.1,1000,1,0.229,0.999999989080404,0.999755276735227
0.1,1000,2,0.229,1,0.999999664836266
0.1,1000,10,0.229,1,1
0.1,1000,1,0.23,0.999999990904764,0.999769851084526
0.1,1000,2,0.23,1,0.999999702416308
0.1,1000,10,0.23,1,1
0.1,1000,1,0.231,0.999999992431693,0.999783608271759
0.1,1000,2,0.231,1,0.999999735910376
0.1,1000,10,0.231,1,1
0.1,1000,1,0.232,0.999999993708405,0.999796590900108
0.1,1000,2,0.232,1,0.999999765747844
0.1,1000,10,0.232,1,1
0.1,1000,1,0.233,0.999999994774837,0.999808839546227
0.1,1000,2,0.233,1,0.999999792314658
0.1,1000,10,0.233,1,1
0.1,1000,1,0.234,0.999999995664732,0.999820392845382
0.1,1000,2,0.234,1,0.999999815957538
0.1,1000,10,0.234,1,1
0.1,1000,1,0.235,0.999999996406572,0.999831287573652
0.1,1000,2,0.235,1,0.999999836987801
0.1,1000,10,0.235,1,1
0.1,1000,1,0.236,0.999999997024371,0.999841558727231
0.1,1000,2,0.236,1,0.999999855684823
0.1,1000,10,0.236,1,1
0.1,1000,1,0.237,0.999999997538355,0.999851239598916
0.1,1000,2,0.237,1,0.99999987229918
0.1,1000,10,0.237,1,1
0.1,1000,1,0.238,0.999999997965543,0.999860361851845
0.1,1000,2,0.238,1,0.999999887055499
0.1,1000,10,0.238,1,1
0.1,1000,1,0.239,0.999999998320237,0.999868955590558
0.1,1000,2,0.239,1,0.999999900155035
0.1,1000,10,0.239,1,1
0.1,1000,1,0.24,0.999999998614444,0.999877049429449
0.1,1000,2,0.24,1,0.999999911778006
0.1,1000,10,0.24,1,1
0.1,1000,1,0.241,0.999999998858236,0.999884670558681
0.1,1000,2,0.241,1,0.999999922085706
0.1,1000,10,0.241,1,1
0.1,1000,1,0.242,0.99999999906005,0.999891844807625
0.1,1000,2,0.242,1,0.999999931222413
0.1,1000,10,0.242,1,1
0.1,1000,1,0.243,0.999999999226947,0.999898596705901
0.1,1000,2,0.243,1,0.999999939317117
0.1,1000,10,0.243,1,1
0.1,1000,1,0.244,0.99999999936483,0.999904949542085
0.1,1000,2,0.244,1,0.999999946485078
0.1,1000,10,0.244,1,1
0.1,1000,1,0.245,0.999999999478629,0.999910925420145
0.1,1000,2,0.245,1,0.99999995282923
0.1,1000,10,0.245,1,1
0.1,1000,1,0.246,0.999999999572458,0.999916545313682
0.1,1000,2,0.246,1,0.999999958441453
0.1,1000,10,0.246,1,1
0.1,1000,1,0.247,0.999999999649743,0.999921829118028
0.1,1000,2,0.247,1,0.999999963403712
0.1,1000,10,0.247,1,1
0.1,1000,1,0.248,0.999999999713338,0.99992679570028
0.1,1000,2,0.248,1,0.999999967789094
0.1,1000,10,0.248,1,1
0.1,1000,1,0.249,0.999999999765615,0.999931462947323
0.1,1000,2,0.249,1,0.999999971662728
0.1,1000,10,0.249,1,1
0.1,1000,1,0.25,0.999999999808546,0.999935847811914
0.1,1000,2,0.25,1,0.999999975082626
0.1,1000,10,0.25,1,1
0.1,1000,1,0.251,0.999999999843766,0.999939966356877
0.1,1000,2,0.251,1,0.999999978100429
0.1,1000,10,0.251,1,1
0.1,1000,1,0.252,0.999999999872632,0.999943833797485
0.1,1000,2,0.252,1,0.999999980762085
0.1,1000,10,0.252,1,1
0.1,1000,1,0.253,0.999999999896266,0.999947464542075
0.1,1000,2,0.253,1,0.999999983108454
0.1,1000,10,0.253,1,1
0.1,1000,1,0.254,0.999999999915597,0.999950872230961
0.1,1000,2,0.254,1,0.999999985175852
0.1,1000,10,0.254,1,1
0.1,1000,1,0.255,0.999999999931393,0.999954069773701
0.1,1000,2,0.255,1,0.999999986996537
0.1,1000,10,0.255,1,1
0.1,1000,1,0.256,0.999999999944288,0.999957069384784
0.1,1000,2,0.256,1,0.999999988599152
0.1,1000,10,0.256,1,1
0.1,1000,1,0.257,0.999999999954803,0.999959882617767
0.1,1000,2,0.257,1,0.999999990009111
0.1,1000,10,0.257,1,1
0.1,1000,1,0.258,0.999999999963369,0.999962520397946
0.1,1000,2,0.258,1,0.999999991248955
0.1,1000,10,0.258,1,1
0.1,1000,1,0.259,0.999999999970341,0.999964993053596
0.1,1000,2,0.259,1,0.999999992338665
0.1,1000,10,0.259,1,1
0.1,1000,1,0.26,0.999999999976009,0.999967310345832
0.1,1000,2,0.26,1,0.999999993295943
0.1,1000,10,0.26,1,1
0.1,1000,1,0.261,0.999999999980613,0.999969481497146
0.1,1000,2,0.261,1,0.999999994136464
0.1,1000,10,0.261,1,1
0.1,1000,1,0.262,0.999999999984349,0.999971515218673
0.1,1000,2,0.262,1,0.9999999948741
0.1,1000,10,0.262,1,1
0.1,1000,1,0.263,0.999999999987378,0.999973419736217
0.1,1000,2,0.263,1,0.999999995521122
0.1,1000,10,0.263,1,1
0.1,1000,1,0.264,0.99999999998983,0.99997520281511
0.1,1000,2,0.264,1,0.999999996088378
0.1,1000,10,0.264,1,1
0.1,1000,1,0.265,0.999999999991814,0.999976871783917
0.1,1000,2,0.265,1,0.999999996585453
0.1,1000,10,0.265,1,1
0.1,1000,1,0.266,0.999999999993417,0.999978433557063
0.1,1000,2,0.266,1,0.999999997020814
0.1,1000,10,0.266,1,1
0.1,1000,1,0.267,0.999999999994712,0.9999798946564
0.1,1000,2,0.267,1,0.999999997401931
0.1,1000,10,0.267,1,1
0.1,1000,1,0.268,0.999999999995756,0.999981261231767
0.1,1000,2,0.268,1,0.999999997735396
0.1,1000,10,0.268,1,1
0.1,1000,1,0.269,0.999999999996597,0.999982539080588
0.1,1000,2,0.269,1,0.999999998027023
0.1,1000,10,0.269,1,1
0.1,1000,1,0.27,0.999999999997274,0.99998373366653
0.1,1000,2,0.27,1,0.999999998281933
0.1,1000,10,0.27,1,1
0.1,1000,1,0.271,0.999999999997819,0.99998485013728
0.1,1000,2,0.271,1,0.999999998504637
0.1,1000,10,0.271,1,1
0.1,1000,1,0.272,0.999999999998256,0.999985893341456
0.1,1000,2,0.272,1,0.999999998699108
0.1,1000,10,0.272,1,1
0.1,1000,1,0.273,0.999999999998608,0.999986867844713
0.1,1000,2,0.273,1,0.99999999886884
0.1,1000,10,0.273,1,1
0.1,1000,1,0.274,0.999999999998889,0.999987777945049
0.1,1000,2,0.274,1,0.999999999016906
0.1,1000,10,0.274,1,1
0.1,1000,1,0.275,0.999999999999114,0.99998862768737
0.1,1000,2,0.275,1,0.999999999146007
0.1,1000,10,0.275,1,1
0.1,1000,1,0.276,0.999999999999295,0.99998942087733
0.1,1000,2,0.276,1,0.999999999258516
0.1,1000,10,0.276,1,1
0.1,1000,1,0.277,0.999999999999439,0.999990161094486
0.1,1000,2,0.277,1,0.999999999356517
0.1,1000,10,0.277,1,1
0.1,1000,1,0.278,0.999999999999554,0.999990851704795
0.1,1000,2,0.278,1,0.999999999441838
0.1,1000,10,0.278,1,1
0.1,1000,1,0.279,0.999999999999646,0.999991495872472
0.1,1000,2,0.279,1,0.999999999516082
0.1,1000,10,0.279,1,1
0.1,1000,1,0.28,0.999999999999719,0.999992096571266
0.1,1000,2,0.28,1,0.999999999580655
0.1,1000,10,0.28,1,1
0.1,1000,1,0.281,0.999999999999778,0.999992656595136
0.1,1000,2,0.281,1,0.99999999963679
0.1,1000,10,0.281,1,1
0.1,1000,1,0.282,0.999999999999824,0.999993178568401
0.1,1000,2,0.282,1,0.999999999685563
0.1,1000,10,0.282,1,1
0.1,1000,1,0.283,0.999999999999861,0.999993664955353
0.1,1000,2,0.283,1,0.99999999972792
0.1,1000,10,0.283,1,1
0.1,1000,1,0.284,0.99999999999989,0.999994118069375
0.1,1000,2,0.284,1,0.999999999764686
0.1,1000,10,0.284,1,1
0.1,1000,1,0.285,0.999999999999913,0.999994540081577
0.1,1000,2,0.285,1,0.999999999796584
0.1,1000,10,0.285,1,1
0.1,1000,1,0.286,0.999999999999932,0.999994933028988
0.1,1000,2,0.286,1,0.999999999824243
0.1,1000,10,0.286,1,1
0.1,1000,1,0.287,0.999999999999946,0.999995298822301
0.1,1000,2,0.287,1,0.999999999848216
0.1,1000,10,0.287,1,1
0.1,1000,1,0.288,0.999999999999958,0.99999563925322
0.1,1000,2,0.288,1,0.999999999868983
0.1,1000,10,0.288,1,1
0.1,1000,1,0.289,0.999999999999967,0.999995956001398
0.1,1000,2,0.289,1,0.999999999886964
0.1,1000,10,0.289,1,1
0.1,1000,1,0.29,0.999999999999974,0.999996250641019
0.1,1000,2,0.29,1,0.999999999902525
0.1,1000,10,0.29,1,1
0.1,1000,1,0.291,0.999999999999979,0.999996524647005
0.1,1000,2,0.291,1,0.999999999915984
0.1,1000,10,0.291,1,1
0.1,1000,1,0.292,0.999999999999984,0.9999967794009
0.1,1000,2,0.292,1,0.999999999927621
0.1,1000,10,0.292,1,1
0.1,1000,1,0.293,0.999999999999987,0.999997016196424
0.1,1000,2,0.293,1,0.999999999937676
0.1,1000,10,0.293,1,1
0.1,1000,1,0.294,0.99999999999999,0.99999723624472
0.1,1000,2,0.294,1,0.999999999946361
0.1,1000,10,0.294,1,1
0.1,1000,1,0.295,0.999999999999992,0.999997440679315
0.1,1000,2,0.295,1,0.999999999953858
0.1,1000,10,0.295,1,1
0.1,1000,1,0.296,0.999999999999994,0.999997630560804
0.1,1000,2,0.296,1,0.999999999960327
0.1,1000,10,0.296,1,1
0.1,1000,1,0.297,0.999999999999995,0.999997806881266
0.1,1000,2,0.297,1,0.999999999965905
0.1,1000,10,0.297,1,1
0.1,1000,1,0.298,0.999999999999996,0.999997970568439
0.1,1000,2,0.298,1,0.999999999970714
0.1,1000,10,0.298,1,1
0.1,1000,1,0.299,0.999999999999997,0.999998122489651
0.1,1000,2,0.299,1,0.999999999974856
0.1,1000,10,0.299,1,1
0.1,1000,1,0.3,0.999999999999998,0.999998263455536
0.1,1000,2,0.3,1,0.999999999978423
0.1,1000,10,0.3,1,1
0.1,1000,1,0.301,0.999999999999998,0.999998394223527
0.1,1000,2,0.301,1,0.999999999981494
0.1,1000,10,0.301,1,1
0.1,1000,1,0.302,0.999999999999999,0.99999851550116
0.1,1000,2,0.302,1,0.999999999984135
0.1,1000,10,0.302,1,1
0.1,1000,1,0.303,1,0.999998627949173
0.1,1000,2,0.303,1,0.999999999986406
0.1,1000,10,0.303,1,1
0.1,1000,1,0.304,1,0.999998732184438
0.1,1000,2,0.304,1,0.999999999988357
0.1,1000,10,0.304,1,1
0.1,1000,1,0.305,1,0.999998828782713
0.1,1000,2,0.305,1,0.999999999990033
0.1,1000,10,0.305,1,1
0.1,1000,1,0.306,1,0.999998918281237
0.1,1000,2,0.306,1,0.999999999991472
0.1,1000,10,0.306,1,1
0.1,1000,1,0.307,1,0.99999900118117
0.1,1000,2,0.307,1,0.999999999992707
0.1,1000,10,0.307,1,1
0.1,1000,1,0.308,1,0.999999077949884
0.1,1000,2,0.308,1,0.999999999993766
0.1,1000,10,0.308,1,1
0.1,1000,1,0.309,1,0.999999149023131
0.1,1000,2,0.309,1,0.999999999994674
0.1,1000,10,0.309,1,1
0.1,1000,1,0.31,1,0.999999214807063
0.1,1000,2,0.31,1,0.999999999995452
0.1,1000,10,0.31,1,1
0.1,1000,1,0.311,1,0.999999275680144
0.1,1000,2,0.311,1,0.999999999996118
0.1,1000,10,0.311,1,1
0.1,1000,1,0.312,1,0.99999933199494
0.1,1000,2,0.312,1,0.999999999996689
0.1,1000,10,0.312,1,1
0.1,1000,1,0.313,1,0.999999384079801
0.1,1000,2,0.313,1,0.999999999997176
0.1,1000,10,0.313,1,1
0.1,1000,1,0.314,1,0.999999432240445
0.1,1000,2,0.314,1,0.999999999997594
0.1,1000,10,0.314,1,1
0.1,1000,1,0.315,1,0.999999476761436
0.1,1000,2,0.315,1,0.99999999999795
0.1,1000,10,0.315,1,1
0.1,1000,1,0.316,1,0.999999517907578
0.1,1000,2,0.316,1,0.999999999998255
0.1,1000,10,0.316,1,1
0.1,1000,1,0.317,1,0.99999955592522
0.1,1000,2,0.317,1,0.999999999998515
0.1,1000,10,0.317,1,1
