alpha,n,d,theta_star,power,power_approx_2
0.1,1000,1,0.16,0.978622358513847,0.955687919056353
0.1,1000,2,0.16,0.999965730011316,0.998354413117841
0.1,1000,10,0.16,1,0.999999999999973
0.1,1000,1,0.161,0.980191274519076,0.957605459147304
0.1,1000,2,0.161,0.999971591907383,0.998488533123674
0.1,1000,10,0.161,1,0.999999999999982
0.1,1000,1,0.162,0.981661358725727,0.959450052350198
0.1,1000,2,0.162,0.999976495605626,0.998612397854331
0.1,1000,10,0.162,1,0.999999999999988
0.1,1000,1,0.163,0.983037460237828,0.961223967689687
0.1,1000,2,0.163,0.999980589613527,0.998726731926582
0.1,1000,10,0.163,1,0.999999999999992
0.1,1000,1,0.164,0.98432430000646,0.96292942857174
0.1,1000,2,0.164,0.999984000857961,0.998832213802204
0.1,1000,10,0.164,1,0.999999999999995
0.1,1000,1,0.165,0.985526465387806,0.964568612405592
0.1,1000,2,0.165,0.99998683757579,0.998929478315968
0.1,1000,10,0.165,1,0.999999999999997
0.1,1000,1,0.166,0.986648405570522,0.966143650316549
0.1,1000,2,0.166,0.999989191857792,0.999019119097905
0.1,1000,10,0.166,1,0.999999999999998
0.1,1000,1,0.167,0.987694427837721,0.967656626944754
0.1,1000,2,0.167,0.999991141881026,0.999101690891633
0.1,1000,10,0.167,1,0.999999999999999
0.1,1000,1,0.168,0.988668694626358,0.969109580325195
0.1,1000,2,0.168,0.999992753862192,0.999177711770755
0.1,1000,10,0.168,1,1
0.1,1000,1,0.169,0.989575221344609,0.970504501844337
0.1,1000,2,0.169,0.999994083762023,0.999247665255524
0.1,1000,10,0.169,1,1
0.1,1000,1,0.17,0.99041787490618,0.971843336268955
0.1,1000,2,0.17,0.999995178768292,0.999312002332114
0.1,1000,10,0.17,1,1
0.1,1000,1,0.171,0.99120037293909,0.973127981842855
0.1,1000,2,0.171,0.999996078582626,0.999371143377005
0.1,1000,10,0.171,1,1
0.1,1000,1,0.172,0.991926283625571,0.974360290447318
0.1,1000,2,0.172,0.999996816534017,0.999425479989053
0.1,1000,10,0.172,1,1
0.1,1000,1,0.173,0.992599026129093,0.975542067821255
0.1,1000,2,0.173,0.999997420539765,0.999475376731962
0.1,1000,10,0.173,1,1
0.1,1000,1,0.174,0.993221871564312,0.976675073837189
0.1,1000,2,0.174,0.999997913932534,0.999521172789899
0.1,1000,10,0.174,1,1
0.1,1000,1,0.175,0.99379794446575,0.977761022829312
0.1,1000,2,0.175,0.999998316170262,0.999563183539084
0.1,1000,10,0.175,1,1
0.1,1000,1,0.176,0.994330224711425,0.978801583970021
0.1,1000,2,0.176,0.999998643443934,0.999601702038206
0.1,1000,10,0.176,1,1
0.1,1000,1,0.177,0.994821549858229,0.979798381691436
0.1,1000,2,0.177,0.99999890919652,0.999637000440538
0.1,1000,10,0.177,1,1
0.1,1000,1,0.178,0.995274617846738,0.980752996148579
0.1,1000,2,0.178,0.999999124564944,0.999669331330653
0.1,1000,10,0.178,1,1
0.1,1000,1,0.179,0.995691990034233,0.981666963720973
0.1,1000,2,0.179,0.99999929875549,0.99969892898861
0.1,1000,10,0.179,1,1
0.1,1000,1,0.18,0.996076094515973,0.982541777549586
0.1,1000,2,0.18,0.99999943936189,0.999726010584499
0.1,1000,10,0.18,1,1
0.1,1000,1,0.181,0.99642922969622,0.983378888106147
0.1,1000,2,0.181,0.999999552634128,0.999750777306175
0.1,1000,10,0.181,1,1
0.1,1000,1,0.182,0.996753568072115,0.984179703791988
0.1,1000,2,0.182,0.999999643705042,0.999773415423016
0.1,1000,10,0.182,1,1
0.1,1000,1,0.183,0.997051160195212,0.984945591563694
0.1,1000,2,0.183,0.999999716780856,0.999794097288452
0.1,1000,10,0.183,1,1
0.1,1000,1,0.184,0.997323938777301,0.985677877582942
0.1,1000,2,0.184,0.999999775300989,0.999812982284023
0.1,1000,10,0.184,1,1
0.1,1000,1,0.185,0.997573722909022,0.986377847888049
0.1,1000,2,0.185,0.999999822071766,0.999830217707602
0.1,1000,10,0.185,1,1
0.1,1000,1,0.186,0.997802222361756,0.987046749084833
0.1,1000,2,0.186,0.999999859378001,0.999845939608421
0.1,1000,10,0.186,1,1
0.1,1000,1,0.187,0.99801104194522,0.987685789054523
0.1,1000,2,0.187,0.999999889075901,0.99986027357144
0.1,1000,10,0.187,1,1
0.1,1000,1,0.188,0.998201685895228,0.988296137676557
0.1,1000,2,0.188,0.999999912670224,0.999873335453522
0.1,1000,10,0.188,1,1
0.1,1000,1,0.189,0.998375562268063,0.988878927564196
0.1,1000,2,0.189,0.999999931378193,0.999885232073851
0.1,1000,10,0.189,1,1
0.1,1000,1,0.19,0.998533987319911,0.989435254811004
0.1,1000,2,0.19,0.99999994618233,0.999896061860894
0.1,1000,10,0.19,1,1
0.1,1000,1,0.191,0.998678189851749,0.989966179746326
0.1,1000,2,0.191,0.999999957874007,0.9999059154582
0.1,1000,10,0.191,1,1
0.1,1000,1,0.192,0.998809315502016,0.990472727698014
0.1,1000,2,0.192,0.999999967089269,0.999914876291182
0.1,1000,10,0.192,1,1
0.1,1000,1,0.193,0.998928430971264,0.990955889760711
0.1,1000,2,0.193,0.99999997433823,0.99992302109701
0.1,1000,10,0.193,1,1
0.1,1000,1,0.194,0.999036528164779,0.991416623568135
0.1,1000,2,0.194,0.99999998002913,0.999930420419631
0.1,1000,10,0.194,1,1
0.1,1000,1,0.195,0.999134528240916,0.991855854067851
0.1,1000,2,0.195,0.999999984487981,0.999937139071859
0.1,1000,10,0.195,1,1
0.1,1000,1,0.196,0.999223285554547,0.992274474297153
0.1,1000,2,0.196,0.999999987974582,0.999943236566401
0.1,1000,10,0.196,1,1
0.1,1000,1,0.197,0.999303591486599,0.992673346158706
0.1,1000,2,0.197,0.999999990695518,0.999948767517616
0.1,1000,10,0.197,1,1
0.1,1000,1,0.198,0.999376178152154,0.993053301194727
0.1,1000,2,0.198,0.999999992814714,0.999953782015706
0.1,1000,10,0.198,1,1
0.1,1000,1,0.199,0.999441721980982,0.993415141358538
0.1,1000,2,0.199,0.999999994461969,0.999958325974987
0.1,1000,10,0.199,1,1
0.1,1000,1,0.2,0.999500847165695,0.99375963978239
0.1,1000,2,0.2,0.999999995739842,0.999962441457786
0.1,1000,10,0.2,1,1
0.1,1000,1,0.201,0.999554128973923,0.994087541540571
0.1,1000,2,0.201,0.999999996729193,0.999966166975467
0.1,1000,10,0.201,1,1
0.1,1000,1,0.202,0.999602096922028,0.994399564406815
0.1,1000,2,0.202,0.999999997493646,0.999969537767989
0.1,1000,10,0.202,1,1
0.1,1000,1,0.203,0.999645237808936,0.994696399605175
0.1,1000,2,0.203,0.99999999808315,0.99997258606334
0.1,1000,10,0.203,1,1
0.1,1000,1,0.204,0.999683998609544,0.994978712553514
0.1,1000,2,0.204,0.999999998536841,0.999975341318139
0.1,1000,10,0.204,1,1
0.1,1000,1,0.205,0.99971878922809,0.99524714359889
0.1,1000,2,0.205,0.999999998885315,0.999977830440596
0.1,1000,10,0.205,1,1
0.1,1000,1,0.206,0.99974998511255,0.995502308744123
0.1,1000,2,0.206,0.999999999152441,0.999980077996998
0.1,1000,10,0.206,1,1
0.1,1000,1,0.207,0.999777929731876,0.995744800364936
0.1,1000,2,0.207,0.999999999356802,0.999982106402794
0.1,1000,10,0.207,1,1
0.1,1000,1,0.208,0.999802936918445,0.995975187917073
0.1,1000,2,0.208,0.999999999512835,0.999983936099296
0.1,1000,10,0.208,1,1
0.1,1000,1,0.209,0.999825293078605,0.996194018632887
0.1,1000,2,0.209,0.999999999631732,0.999985585716999
0.1,1000,10,0.209,1,1
0.1,1000,1,0.21,0.999845259274693,0.996401818206913
0.1,1000,2,0.21,0.999999999722152,0.999987072226383
0.1,1000,10,0.21,1,1
0.1,1000,1,0.211,0.999863073182215,0.996599091470012
0.1,1000,2,0.211,0.999999999790779,0.999988411077109
0.1,1000,10,0.211,1,1
0.1,1000,1,0.212,0.999878950926254,0.996786323051708
0.1,1000,2,0.212,0.999999999842761,0.999989616326376
0.1,1000,10,0.212,1,1
0.1,1000,1,0.213,0.999893088801377,0.996963978030374
0.1,1000,2,0.213,0.999999999882058,0.999990700757227
0.1,1000,10,0.213,1,1
0.1,1000,1,0.214,0.999905664879535,0.997132502570994
0.1,1000,2,0.214,0.999999999911706,0.999991675987511
0.1,1000,10,0.214,1,1
0.1,1000,1,0.215,0.999916840510593,0.997292324550236
0.1,1000,2,0.215,0.999999999934029,0.999992552570168
0.1,1000,10,0.215,1,1
0.1,1000,1,0.216,0.999926761720215,0.997443854168628
0.1,1000,2,0.216,0.999999999950805,0.999993340085468
0.1,1000,10,0.216,1,1
0.1,1000,1,0.217,0.999935560509905,0.997587484549658
0.1,1000,2,0.217,0.999999999963386,0.999994047225802
0.1,1000,10,0.217,1,1
0.1,1000,1,0.218,0.999943356064017,0.997723592325669
0.1,1000,2,0.218,0.999999999972802,0.999994681873563
0.1,1000,10,0.218,1,1
0.1,1000,1,0.219,0.999950255868514,0.997852538210408
0.1,1000,2,0.219,0.999999999979837,0.999995251172634
0.1,1000,10,0.219,1,1
0.1,1000,1,0.22,0.999956356746254,0.99797466755819
0.1,1000,2,0.22,0.999999999985081,0.999995761593978
0.1,1000,10,0.22,1,1
0.1,1000,1,0.221,0.999961745813467,0.998090310909587
0.1,1000,2,0.221,0.999999999988982,0.99999621899576
0.1,1000,10,0.221,1,1
0.1,1000,1,0.222,0.999966501362021,0.998199784523647
0.1,1000,2,0.222,0.999999999991879,0.999996628678432
0.1,1000,10,0.222,1,1
0.1,1000,1,0.223,0.99997069367195,0.998303390896624
0.1,1000,2,0.223,0.999999999994026,0.999996995435172
0.1,1000,10,0.223,1,1
0.1,1000,1,0.224,0.9999743857586,0.998401419267264
0.1,1000,2,0.224,0.999999999995614,0.999997323598022
0.1,1000,10,0.224,1,1
0.1,1000,1,0.225,0.999977634058584,0.998494146108671
0.1,1000,2,0.225,0.999999999996787,0.999997617080091
0.1,1000,10,0.225,1,1
0.1,1000,1,0.226,0.99998048905861,0.998581835606839
0.1,1000,2,0.226,0.99999999999765,0.999997879414112
0.1,1000,10,0.226,1,1
0.1,1000,1,0.227,0.999982995871072,0.998664740125933
0.1,1000,2,0.227,0.999999999998285,0.999998113787657
0.1,1000,10,0.227,1,1
0.1,1000,1,0.228,0.999985194760113,0.998743100660418
0.1,1000,2,0.228,0.999999999998751,0.999998323075269
0.1,1000,10,0.228,1,1
0.1,1000,1,0.229,0.999987121621734,0.998817147274166
0.1,1000,2,0.229,0.999999999999092,0.99999850986778
0.1,1000,10,0.229,1,1
0.1,1000,1,0.23,0.999988808421297,0.998887099526669
0.1,1000,2,0.23,0.999999999999341,0.999998676499025
0.1,1000,10,0.23,1,1
0.1,1000,1,0.231,0.999990283591648,0.998953166886519
0.1,1000,2,0.231,0.999999999999523,0.999998825070176
0.1,1000,10,0.231,1,1
0.1,1000,1,0.232,0.999991572394866,0.99901554913231
0.1,1000,2,0.232,0.999999999999655,0.999998957471903
0.1,1000,10,0.232,1,1
0.1,1000,1,0.233,0.999992697250505,0.999074436741143
0.1,1000,2,0.233,0.999999999999751,0.999999075404524
0.1,1000,10,0.233,1,1
0.1,1000,1,0.234,0.999993678033009,0.999130011264914
0.1,1000,2,0.234,0.999999999999821,0.999999180396337
0.1,1000,10,0.234,1,1
0.1,1000,1,0.235,0.99999453234081,0.99918244569459
0.1,1000,2,0.235,0.999999999999871,0.999999273820265
0.1,1000,10,0.235,1,1
0.1,1000,1,0.236,0.999995275739472,0.999231904812669
0.1,1000,2,0.236,0.999999999999908,0.999999356908982
0.1,1000,10,0.236,1,1
0.1,1000,1,0.237,0.999995921981086,0.999278545534032
0.1,1000,2,0.237,0.999999999999934,0.999999430768633
0.1,1000,10,0.237,1,1
0.1,1000,1,0.238,0.999996483201948,0.999322517235424
0.1,1000,2,0.238,0.999999999999953,0.999999496391282
0.1,1000,10,0.238,1,1
0.1,1000,1,0.239,0.999996970100447,0.999363962073764
0.1,1000,2,0.239,0.999999999999966,0.999999554666189
0.1,1000,10,0.239,1,1
0.1,1000,1,0.24,0.999997392096905,0.99940301529353
0.1,1000,2,0.24,0.999999999999976,0.999999606390032
0.1,1000,10,0.24,1,1
0.1,1000,1,0.241,0.999997757477027,0.999439805523449
0.1,1000,2,0.241,0.999999999999983,0.999999652276155
0.1,1000,10,0.241,1,1
0.1,1000,1,0.242,0.99999807352046,0.999474455062723
0.1,1000,2,0.242,0.999999999999988,0.999999692962939
0.1,1000,10,0.242,1,1
0.1,1000,1,0.243,0.999998346615848,0.999507080157038
0.1,1000,2,0.243,0.999999999999991,0.999999729021368
0.1,1000,10,0.243,1,1
0.1,1000,1,0.244,0.999998582363677,0.999537791264595
0.1,1000,2,0.244,0.999999999999994,0.999999760961868
0.1,1000,10,0.244,1,1
0.1,1000,1,0.245,0.999998785668079,0.999566693312408
0.1,1000,2,0.245,0.999999999999996,0.999999789240482
0.1,1000,10,0.245,1,1
0.1,1000,1,0.246,0.999998960818667,0.999593885943108
0.1,1000,2,0.246,0.999999999999997,0.999999814264441
0.1,1000,10,0.246,1,1
0.1,1000,1,0.247,0.999999111563406,0.999619463752508
0.1,1000,2,0.247,0.999999999999998,0.999999836397197
0.1,1000,10,0.247,1,1
0.1,1000,1,0.248,0.999999241173393,0.999643516518168
0.1,1000,2,0.248,0.999999999999999,0.999999855962948
0.1,1000,10,0.248,1,1
0.1,1000,1,0.249,0.999999352500394,0.999666129419198
0.1,1000,2,0.249,1,0.999999873250725
0.1,1000,10,0.249,1,1
0.1,1000,1,0.25,0.999999448027869,0.999687383247561
0.1,1000,2,0.25,1,0.999999888518065
0.1,1000,10,0.25,1,1
0.1,1000,1,0.251,0.999999529916164,0.999707354611094
0.1,1000,2,0.251,1,0.999999901994321
0.1,1000,10,0.251,1,1
0.1,1000,1,0.252,0.999999600042491,0.999726116128511
0.1,1000,2,0.252,1,0.999999913883635
0.1,1000,10,0.252,1,1
0.1,1000,1,0.253,0.999999660036255,0.999743736616612
0.1,1000,2,0.253,1,0.99999992436761
0.1,1000,10,0.253,1,1
0.1,1000,1,0.254,0.999999711310215,0.999760281269928
0.1,1000,2,0.254,1,0.999999933607715
0.1,1000,10,0.254,1,1
0.1,1000,1,0.255,0.999999755087957,0.999775811833062
0.1,1000,2,0.255,1,0.999999941747436
0.1,1000,10,0.255,1,1
0.1,1000,1,0.256,0.999999792428067,0.999790386765922
0.1,1000,2,0.256,1,0.999999948914212
0.1,1000,10,0.256,1,1
0.1,1000,1,0.257,0.999999824245385,0.999804061402097
0.1,1000,2,0.257,1,0.999999955221172
0.1,1000,10,0.257,1,1
0.1,1000,1,0.258,0.999999851329665,0.999816888100592
0.1,1000,2,0.258,1,0.999999960768679
0.1,1000,10,0.258,1,1
0.1,1000,1,0.259,0.999999874361936,0.999828916391143
0.1,1000,2,0.259,1,0.999999965645734
0.1,1000,10,0.259,1,1
0.1,1000,1,0.26,0.999999893928833,0.999840193113318
0.1,1000,2,0.26,1,0.999999969931211
0.1,1000,10,0.26,1,1
0.1,1000,1,0.261,0.999999910535134,0.999850762549635
0.1,1000,2,0.261,1,0.999999973694976
0.1,1000,10,0.261,1,1
0.1,1000,1,0.262,0.99999992461471,0.999860666552891
0.1,1000,2,0.262,1,0.999999976998882
0.1,1000,10,0.262,1,1
0.1,1000,1,0.263,0.999999936540084,0.999869944667905
0.1,1000,2,0.263,1,0.999999979897659
0.1,1000,10,0.263,1,1
0.1,1000,1,0.264,0.999999946630759,0.999878634247887
0.1,1000,2,0.264,1,0.999999982439707
0.1,1000,10,0.264,1,1
0.1,1000,1,0.265,0.999999955160465,0.999886770565611
0.1,1000,2,0.265,1,0.999999984667806
0.1,1000,10,0.265,1,1
0.1,1000,1,0.266,0.999999962363471,0.999894386919595
0.1,1000,2,0.266,1,0.999999986619751
0.1,1000,10,0.266,1,1
0.1,1000,1,0.267,0.99999996844005,0.999901514735469
0.1,1000,2,0.267,1,0.999999988328908
0.1,1000,10,0.267,1,1
0.1,1000,1,0.268,0.999999973561233,0.999908183662716
0.1,1000,2,0.268,1,0.999999989824726
0.1,1000,10,0.268,1,1
0.1,1000,1,0.269,0.999999977872919,0.999914421666949
0.1,1000,2,0.269,1,0.999999991133177
0.1,1000,10,0.269,1,1
0.1,1000,1,0.27,0.999999981499437,0.999920255117923
0.1,1000,2,0.27,1,0.999999992277156
0.1,1000,10,0.27,1,1
0.1,1000,1,0.271,0.999999984546617,0.999925708873413
0.1,1000,2,0.271,1,0.999999993276835
0.1,1000,10,0.271,1,1
0.1,1000,1,0.272,0.99999998710445,0.999930806359158
0.1,1000,2,0.272,1,0.999999994149977
0.1,1000,10,0.272,1,1
0.1,1000,1,0.273,0.999999989249375,0.999935569645
0.1,1000,2,0.273,1,0.999999994912217
0.1,1000,10,0.273,1,1
0.1,1000,1,0.274,0.99999999104625,0.999940019517386
0.1,1000,2,0.274,1,0.999999995577307
0.1,1000,10,0.274,1,1
0.1,1000,1,0.275,0.999999992550046,0.999944175548379
0.1,1000,2,0.275,1,0.999999996157338
0.1,1000,10,0.275,1,1
0.1,1000,1,0.276,0.999999993807309,0.999948056161319
0.1,1000,2,0.276,1,0.999999996662935
0.1,1000,10,0.276,1,1
0.1,1000,1,0.277,0.999999994857404,0.999951678693283
0.1,1000,2,0.277,1,0.999999997103427
0.1,1000,10,0.277,1,1
0.1,1000,1,0.278,0.999999995733593,0.999955059454459
0.1,1000,2,0.278,1,0.999999997487007
0.1,1000,10,0.278,1,1
0.1,1000,1,0.279,0.999999996463944,0.999958213784595
0.1,1000,2,0.279,1,0.99999999782086
0.1,1000,10,0.279,1,1
0.1,1000,1,0.28,0.999999997072123,0.999961156106622
0.1,1000,2,0.28,1,0.999999998111286
0.1,1000,10,0.28,1,1
0.1,1000,1,0.281,0.999999997578062,0.999963899977585
0.1,1000,2,0.281,1,0.999999998363808
0.1,1000,10,0.281,1,1
0.1,1000,1,0.282,0.999999997998526,0.999966458137003
0.1,1000,2,0.282,1,0.999999998583263
0.1,1000,10,0.282,1,1
0.1,1000,1,0.283,0.999999998347607,0.999968842552766
0.1,1000,2,0.283,1,0.999999998773884
0.1,1000,10,0.283,1,1
0.1,1000,1,0.284,0.999999998637134,0.999971064464682
0.1,1000,2,0.284,1,0.999999998939378
0.1,1000,10,0.284,1,1
0.1,1000,1,0.285,0.999999998877027,0.999973134425778
0.1,1000,2,0.285,1,0.999999999082985
0.1,1000,10,0.285,1,1
0.1,1000,1,0.286,0.999999999075597,0.999975062341458
0.1,1000,2,0.286,1,0.999999999207536
0.1,1000,10,0.286,1,1
0.1,1000,1,0.287,0.999999999239797,0.99997685750662
0.1,1000,2,0.287,1,0.999999999315506
0.1,1000,10,0.287,1,1
0.1,1000,1,0.288,0.99999999937544,0.999978528640816
0.1,1000,2,0.288,1,0.999999999409056
0.1,1000,10,0.288,1,1
0.1,1000,1,0.289,0.999999999487381,0.999980083921558
0.1,1000,2,0.289,1,0.99999999949007
0.1,1000,10,0.289,1,1
0.1,1000,1,0.29,0.99999999957967,0.999981531015855
0.1,1000,2,0.29,1,0.999999999560194
0.1,1000,10,0.29,1,1
0.1,1000,1,0.291,0.99999999965568,0.999982877110054
0.1,1000,2,0.291,1,0.999999999620861
0.1,1000,10,0.291,1,1
0.1,1000,1,0.292,0.99999999971822,0.999984128938082
0.1,1000,2,0.292,1,0.99999999967332
0.1,1000,10,0.292,1,1
0.1,1000,1,0.293,0.999999999769626,0.999985292808155
0.1,1000,2,0.293,1,0.999999999718658
0.1,1000,10,0.293,1,1
0.1,1000,1,0.294,0.999999999811839,0.999986374628032
0.1,1000,2,0.294,1,0.999999999757823
0.1,1000,10,0.294,1,1
0.1,1000,1,0.295,0.999999999846466,0.999987379928884
0.1,1000,2,0.295,1,0.999999999791639
0.1,1000,10,0.295,1,1
0.1,1000,1,0.296,0.999999999874843,0.999988313887853
0.1,1000,2,0.296,1,0.99999999982082
0.1,1000,10,0.296,1,1
0.1,1000,1,0.297,0.999999999898076,0.999989181349351
0.1,1000,2,0.297,1,0.999999999845991
0.1,1000,10,0.297,1,1
0.1,1000,1,0.298,0.999999999917076,0.99998998684518
0.1,1000,2,0.298,1,0.99999999986769
0.1,1000,10,0.298,1,1
0.1,1000,1,0.299,0.999999999932601,0.999990734613521
0.1,1000,2,0.299,1,0.999999999886388
0.1,1000,10,0.299,1,1
0.1,1000,1,0.3,0.999999999945273,0.99999142861685
0.1,1000,2,0.3,1,0.999999999902492
0.1,1000,10,0.3,1,1
0.1,1000,1,0.301,0.999999999955606,0.999992072558843
0.1,1000,2,0.301,1,0.999999999916354
0.1,1000,10,0.301,1,1
0.1,1000,1,0.302,0.999999999964023,0.999992669900313
0.1,1000,2,0.302,1,0.99999999992828
0.1,1000,10,0.302,1,1
0.1,1000,1,0.303,0.999999999970873,0.999993223874236
0.1,1000,2,0.303,1,0.999999999938537
0.1,1000,10,0.303,1,1
0.1,1000,1,0.304,0.999999999976442,0.999993737499912
0.1,1000,2,0.304,1,0.999999999947352
0.1,1000,10,0.304,1,1
0.1,1000,1,0.305,0.999999999980964,0.999994213596302
0.1,1000,2,0.305,1,0.999999999954925
0.1,1000,10,0.305,1,1
0.1,1000,1,0.306,0.999999999984634,0.999994654794591
0.1,1000,2,0.306,1,0.999999999961428
0.1,1000,10,0.306,1,1
0.1,1000,1,0.307,0.999999999987608,0.999995063550019
0.1,1000,2,0.307,1,0.999999999967009
0.1,1000,10,0.307,1,1
0.1,1000,1,0.308,0.999999999990017,0.999995442153006
0.1,1000,2,0.308,1,0.999999999971796
0.1,1000,10,0.308,1,1
0.1,1000,1,0.309,0.999999999991965,0.999995792739627
0.1,1000,2,0.309,1,0.999999999975901
0.1,1000,10,0.309,1,1
0.1,1000,1,0.31,0.999999999993539,0.999996117301464
0.1,1000,2,0.31,1,0.999999999979418
0.1,1000,10,0.31,1,1
0.1,1000,1,0.311,0.99999999999481,0.999996417694865
0.1,1000,2,0.311,1,0.99999999998243
0.1,1000,10,0.311,1,1
0.1,1000,1,0.312,0.999999999995835,0.999996695649648
0.1,1000,2,0.312,1,0.99999999998501
0.1,1000,10,0.312,1,1
0.1,1000,1,0.313,0.999999999996661,0.999996952777283
0.1,1000,2,0.313,1,0.999999999987216
0.1,1000,10,0.313,1,1
0.1,1000,1,0.314,0.999999999997326,0.999997190578574
0.1,1000,2,0.314,1,0.999999999989103
0.1,1000,10,0.314,1,1
0.1,1000,1,0.315,0.99999999999786,0.999997410450873
0.1,1000,2,0.315,1,0.999999999990717
0.1,1000,10,0.315,1,1
0.1,1000,1,0.316,0.99999999999829,0.999997613694854
0.1,1000,2,0.316,1,0.999999999992095
0.1,1000,10,0.316,1,1
0.1,1000,1,0.317,0.999999999998634,0.999997801520868
0.1,1000,2,0.317,1,0.999999999993272
0.1,1000,10,0.317,1,1
